Name,Pool 1,Pool 2,Final
"KIM, Dylan",141,65,65
"WIEDER, Benjamin",143,82,82
"BLAND, Ian",143,171,171
"KEFT, Feodor",145,141,141
"ARMSTRONG, James",145,172,172
"ASHER, Jacob",147,142,142
"BEHRENS, Leonard",148,143,143
"GRAMS, Steven",148,143,143
"THOMPSON, Jayson",148,95,95
"CHENG, Zachary",151,173,173
"SPITERI, Gareth",152,174,174
"HONDOR, Robert",152,174,174
"COHEN, Bennett",152,174,174
"GHAZALEH, Thomas Xavier",155,145,145
"GATES, Darcy",156,177,177
"CULPEPPER, John",157,178,178
"MALDONADO, Julian",158,179,179
"SARRETT, Gage",159,146,146
"BENACK, Steven",159,146,146
"SMITH, Justin",161,180,180
"CAMPBELL, Daniel",162,181,181
"SHUSTER, Joshua",162,148,148
"TABLEMAN, Doug",164,149,149
"WESSEL, Addison",164,182,182
"POST, Jason",166,183,183
"ZHANG, Joshua",167,150,150
"BARNHART, William",167,150,150
"ETCHELL, Thomas",169,184,184
"DAVIES, Morgan",169,152,152
"LE MEUR, Arthur",169,59,60
"LEE, Aaron",172,153,153
"FENYVESI, Csaba",173,84,84
"DOSS, David",173,154,154
"GAFFNEY, Colin",175,185,185
"MANSOOR, Matthew",176,186,186
"SJOSTEDT, Jacob",177,187,187
"BANYON-MRAK, Aiden",178,188,188
"BETHEL, Dylan",179,189,189
"STEIBER, Zane",180,190,190
"CARPENTER, Liam",180,155,155
"BORTNIK, Artem",182,156,156
"SATTERFIELD, Patrick",183,191,191
"HANSEN, Jonas",184,192,192
"SUBRAMANIAN, Arjuna",185,157,157
"SMITH, Dylan",186,193,193
"VOLKMANN, Daniel",187,194,194
"ROBITZSKI, Daniel",188,195,195
"LI, Jesse",189,196,196
"ROWICKI, Milosz",190,158,158
"MARSHALL, John",191,197,197
"BUTLER, Tahj",192,198,198
"ZHANG, William",193,199,199
"ZELLER, Zachary",194,29,12
"KRAVITZ, Zach",195,159,159
"DINALLO, Robert",196,200,200
"BERGER, Matteo",197,160,160
"TAYLOR, Joe",198,161,161
"MARCOGLIESE, Francis",199,201,201
"STAUBER, Evan",200,202,202
"KISTHARDT, Henry",201,203,203
"NIXON, Mark",201,203,203
"FRUEH, Samuel",203,205,205
"SZAPARY, Tristan",203,205,205
"POLINER, Jarett",205,207,207
"MOORE, Shomari",206,162,162
"PARK, Thomas Junseo",207,208,208
"GANA, Thomas",207,208,208
"BILLON, Maxime",209,210,210
"WU, Rick",210,211,211
"ANA, Ionut",211,212,212
"BERNARD, Joseph",212,213,213
"NAIR, Goutham",212,213,213
"SUH, Jason",214,74,74
"SODERBERG, Alex",215,215,215
"BEKKER, Samuel",216,216,216
"HSING, Lucas",216,216,216
"FRANK, Timmy",216,216,216
"PICARD, Christopher",219,219,219
"NGUYEN, Ethan",219,219,219
"LUNDBORG Jr., Tad",221,221,221
"KO, Matthew",222,222,222
"TRUMBULL, Emmett",223,223,223
"COHEN, Jared",224,224,224
"FANNING, Abe",225,225,225
"LAFRENIERE, Ryan",226,226,226
"LIN, Jack",227,227,227
"CULLEN, Daniel",228,228,228
"YEH, Benjamin",229,229,229
"MAURER, Chip",230,230,230
"JUNG, Ho(Daniel)",231,231,231
"MCGINNIS, Aidan",232,232,232
"CHEN, Zhao",232,232,232
"WHEELER, Mark",234,234,234
"BURKE, Matthew",235,235,235
"SMITH, Ethan",236,236,236
"BOGERT, James BRETT",236,236,236
"KONERT, Alex",238,238,238
"FELKER, Jared",239,239,239
"BISSINGER, Michael",239,239,239
"RUSSANOV, Boris",239,239,239
"MUFEL, Andrew",239,239,239
"NEU, Matthew",243,243,243
"BROUGHTON, Josiah",244,244,244
"DITTEL, Aaron",245,245,245
"LI, Alex",245,245,245
"STROPPEL, Aaron",247,247,247
"SHIREY, Daniel",247,247,247
"BOWIE, George",247,247,247
"KAROLAK, Dale",250,250,250
"STENCEL, Andrew",251,251,251
"PAULUS, Andrew",252,252,252
"ISHERWOOD, Bryan",252,252,252
"ALGER, Caleb",254,254,254
"DOLGONOS, Mark",255,255,255
"COTTER, Alexander",256,256,256
"CAMPOS, William",257,257,257
"PALMER, Michael",258,258,258
"RUSKIN, David",259,259,259
"RYJIKOV, Benjamin",260,260,260
"KRUGER, Mark",260,260,260
"OH, Kevin",262,262,262
"KRIEGISCH, Jacob",263,263,263
"TIERNEY, Luke",264,264,264
"NAIR, Tarun",265,265,265
"SILVER, Cameron",266,266,266
"SINAI, Nathan",267,267,267
"GORDON-SAND, Spencer",268,268,268
"MACHULSKY, Ned",269,269,269
"MOSS, David",270,270,270
"MAY, Matthew",271,271,271
"BENACK, Mark",271,271,271
"ZWEGERS, Alexander",271,271,271
"PAPADAKOS, Yanni",274,274,274
"Fayez, Ayman",1,2,5
"Rodney, Adam",2,20,23
"Schumacher, Cooper",3,23,8
"Wilson, Sean",4,11,34
"Yoo, Justin",5,8,12
"Bradford, Jack",6,60,61
"Hoyle, Jacob",7,29,15
"Elashry, Zeyad",8,5,10
"Zagoruiko, Ivan",9,27,39
"Kaull, James",10,16,1
"Weiss, Lewis",11,3,9
"Canaux, Gabriel",12,14,7
"Rafidi, Joseph",13,18,13
"Raynis, Jake",14,49,51
"Tsinis, Alexander",15,13,6
"House, Alex",16,26,38
"Nollner, Dylan",17,19,35
"Johnson, Wesley",18,17,22
"Madrigal Sardinas, Guillermo",19,36,27
"Horowitz, Charles",20,10,20
"Griffiths, Ryan",21,69,69
"Piskovatskov, Jonathan",22,32,25
"Koch, Samuel",23,77,77
"Dion, Justin",24,44,48
"Zeller, Zachary",25,15,21
"Ewart Jr., Stephen",26,12,3
"Jones, Simon",27,6,18
"Blais-Belanger, Marc-Antoine",28,23,3
"French, Dylan",29,35,43
"McDowald, Curtis",30,38,2
"Yuan, Wesley",31,40,29
"Ramirez, Yeisser",32,67,67
"Piskovatskov, Anton",33,1,33
"White, Sean",34,28,40
"Keller, Kai-Moritz",35,86,86
"Wilson, Ben",36,99,99
"Antekeier, Aidan",37,100,100
"Hesslegrave, Porter",37,47,49
"Temiryaev, Alan",39,46,31
"Lichten, Keith",40,61,62
"Stepien, Marek",41,101,101
"Herbst, Eliot",42,102,102
"Geraghty, Michael",43,83,83
"Silaev, Artyom",44,96,96
"Ajnsztajn, Alec",45,103,103
"Sherrill, Edward",46,36,44
"Kimatian, Harrison",47,30,24
"Bekker, Samuel",48,104,104
"Svidnytskiy, Artem (Tim)",49,72,72
"North, Gary",50,90,90
"Xu, Jonathan",51,105,105
"Cotter, Alexander",52,106,106
"Thein-Sandler, Adrien",53,107,107
"Dieck, Julien",53,75,75
"Tesche, Askhat",55,87,87
"Centeno, Dante",56,108,108
"Lundborg Jr., Tad",57,59,60
"Zacharakis, Darius",57,22,14
"Chmut, Anton",57,65,65
"Cole, Joshua",60,92,92
"Heidecker, Pascal",60,57,58
"Khayat, Ziad",62,109,109
"Carpenter, Liam",63,110,110
"Crotchett, Kaiden",64,111,111
"Satterfield, Patrick",65,112,112
"Sykes, Nyle",66,113,113
"Cheng, Zachary",67,69,69
"Wieder, Benjamin",68,73,73
"Keft, Feodor",68,114,114
"Yamanaka, Mick",68,82,82
"White, Khristopher",68,33,42
"Habib, Farooq",72,115,115
"Kung, Aidan",72,52,54
"Anderson, Mathew",74,78,78
"Zucker, Noah",75,116,116
"Silver, Cameron",76,117,117
"Pouliquen, Nicolas",77,118,118
"Phillips, Scott",77,118,118
"Ahearn, Bryan",77,118,118
"Hsieh Jarov, Seraphim",80,84,84
"Short, Salim",81,121,121
"Asher, Jacob",82,81,81
"Yergler, Jonathan",83,122,122
"Suvorov, Yuly",84,123,123
"Rodell, Clinton",85,124,124
"Steiber, Zane",86,163,163
"Cullen, Daniel",87,54,32
"Nosil, Andrew",87,125,125
"Shirey, Daniel",89,126,126
"Philippine, Thibault",90,58,59
"Mecke, Cedric",91,7,11
"Szapary, Tristan",92,164,164
"Davies, Morgan",93,127,127
"Moore, Shomari",94,128,128
"Benack, Steven",94,165,165
"Bratton, Benjamin",96,9,19
"Wilson, Nicolas",96,166,166
"Subramanian, Arjuna",98,167,167
"Poliner, Jarett",99,129,129
"Lipton, Jason",99,129,129
"Watrall, Rick",101,131,131
"Hammarberg, Bryn",102,31,41
"Bogert, Alexander BRYCE",102,168,168
"Billon, Maxime",102,168,168
"De Guzman, Inaki",105,170,170
"Petrosewicz, Thomas",106,132,132
"Jung, Ho(Daniel)",107,171,171
"Lombardo, Theodore",108,4,17
"Vaysberg, Nathan",109,133,133
"Kraft, Dennis",109,39,28
"Faubert, Andy",111,134,134
"Hondor, Robert",111,62,63
"Petroll, Jared",113,50,52
"Larsen, Samuel",114,42,46
"Wojciechowski, Matthew",114,135,135
"Smith, Dwight",116,44,30
"Mandoki, Sandor",117,172,172
"Gibson, Tristan",117,172,172
"Cole, Elias",117,172,172
"Herbst, Isaac",117,64,16
"Lee, Andrew",121,63,64
"Roth, Charles",121,67,67
"Boratin, Morris",123,136,136
"Sanders, Ian",124,137,137
"Garzo, Zsombor",125,55,56
"Daroian, Emon",125,48,50
"Shen, Fulun",127,175,175
"Suh, Jason",127,175,175
"Campbell, Daniel",129,177,177
"Frank, Timmy",130,138,138
"Arieta, Ryan",130,97,97
"Freiman, Samuel",130,178,178
"Litwin, Matthew",133,179,179
"Jones, Mark",134,180,180
"Zhang, William",134,292,71
"Jacovino, Jonathan",136,139,139
"Crouse, Wolfe",137,181,181
"Lange, Henry",138,182,182
"Chao, Kevin",139,140,140
"Fafard, Fynn",139,140,140
"Pedersen, Trevor",141,183,183
"Yu, Colin",142,142,142
"Barr, Davidson",143,143,143
"Simmons, Ariel",144,41,45
"Buckley, Michael",145,184,184
"Soomro, Zulfi",146,66,66
"Delaney, Alexander",147,185,185
"Candreva, Hunter",147,144,144
"Ridge, John",149,186,186
"Dinkins, Ramadan",150,145,145
"Zacharakis, Demetri",151,187,187
"Okamoto, Alexander",152,85,85
"Chilana, Udaypaul",153,188,188
"Aggarwal, Vikram",153,146,146
"Nollner, Dakota",153,146,146
"Tepedelenlioglu, Mehmet",156,189,189
"Yamasaki, Kyle",157,190,190
"Lalor, Matson",158,191,191
"Senseman, Samuel",159,192,192
"Grams, Steven",160,94,94
"Reed, Henry",161,76,76
"Bronfman, Gabriel",162,193,193
"Nair, Goutham",162,148,148
"Dittel, Aaron",162,193,193
"Culpepper, John",165,149,149
"Facci, Michael",165,195,195
"Cohen, Bennett",167,150,150
"Hanahan, Nicholas",167,150,150
"Shindler, Oliver",169,34,26
"Taylor, Joe",170,95,95
"Picard, Christopher",171,196,196
"Stewart-Phillips, Kieran",171,196,196
"Robitzski, Daniel",171,196,196
"Lauron, Sean",174,152,152
"Saari, Michael",175,199,199
"Stone, Brian",176,153,153
"Dale, Colin",176,53,55
"Maldonado, Julian",176,200,200
"Cho, Jonah",179,201,201
"Ferre, Loup-Yann",180,90,90
"Kravitz, Zach",181,202,202
"Vag-Urminsky, Paul",181,202,202
"Datta, Paul",183,51,53
"Mechkov, Iliya",183,204,204
"Zeff, Avi",183,204,204
"Burke, Matthew",186,206,206
"Nguyen, Ethan",187,154,154
"Bissinger, Michael",187,154,154
"Rayle, Evan",189,207,207
"August, Patrick",190,79,79
"Decker, Tristan",191,208,208
"Gagnon, Isaac",192,93,93
"Ana, Ionut",193,21,36
"Park, Thomas Junseo",194,209,209
"Fuller, George",195,210,210
"Post, Jason",196,156,156
"Li, Jesse",196,156,156
"Toltus, Gabriel",198,158,158
"Guinan III, Joseph",199,211,211
"Sarrett, Gage",200,212,212
"Haddad, Justin",201,213,213
"Callaghan, Sean",202,214,214
"Comes, Matthew",203,215,215
"Smoak, Omari",204,216,216
"Hrapsky, Ryan",205,88,88
"Arlington, Nicholas",206,73,73
"Zhu, Zimo",206,217,217
"Doss, David",208,159,159
"Graber V, William",208,218,218
"Volkmann, Daniel",210,219,219
"Smith, Justin",211,220,220
"Haider, Syed Safi",212,221,221
"Stott, Donovan",212,221,221
"Sullivan, Cameron",214,223,223
"Dingman, Spencer",214,223,223
"Gasparovich IV, George",216,225,225
"Zhang, Joshua",217,226,226
"Zwegers, Alexander",218,227,227
"Sirand, Luke",218,160,160
"Ghazaleh, Thomas Xavier",220,228,228
"Neu, Matthew",220,88,88
"Trumbull, Emmett",222,97,97
"Shelanski, Isaac",223,42,46
"Yoder, Brendon",224,229,229
"Damjanovic, Nikola",225,230,230
"Miller, Finn",225,230,230
"Beaulieu, Loic",227,25,37
"Munlin, Donovan",227,232,232
"Tafoya, Devin",227,56,57
"Engel, Hans",230,233,233
"Smith, William",231,161,161
"Broughton, Josiah",232,162,162
"Proctor, Oliver",232,234,234
"Robison, Nicholas",232,234,234
"Bennion, Michael",235,236,236
"Chen, Richerd",235,236,236
"Mansoor, Matthew",237,238,238
"Bogert, James BRETT",238,80,80
"Nair, Tarun",238,239,239
"Sinai, Nathan",240,240,240
"Chi, Channing",240,240,240
"Wang, Michael",240,240,240
"Madison, Ethan",240,240,240
"Gates, Darcy",244,244,244
"Curriden, Schuyler",245,245,245
"Fulmer, Andrew",246,246,246
"Jaklitsch, Michael",246,246,246
"LaFreniere, Ryan",246,246,246
"Bowie, George",249,249,249
"Maczik, Adam",249,249,249
"Varma, Aatish",251,251,251
"Schmidt, Jordan",251,251,251
"Campbell, John",251,251,251
"Wolf, Myles",254,254,254
"Papadakos, Yanni",254,254,254
"Joannisse, Louis-Jacob",256,256,256
"Oh, Kevin",257,257,257
"Maddineni, Neel",257,257,257
"Edwards, Ethan",259,259,259
"Kimatian, Stephen",260,260,260
"Chien, Brandon",261,261,261
"Sjostedt, Jacob",262,262,262
"Haider, Syed Mikail",263,263,263
"Holtz, Donovan",264,264,264
"Tableman, Doug",264,264,264
"Stauber, Evan",266,266,266
"Neslund, Byron",267,267,267
"Henkels, Jacob",267,267,267
"Armstrong, James",269,269,269
"Nguyen, Cuong",270,270,270
"Zhang, Matthew",270,270,270
"Storey, Joseph",272,272,272
"Gordon, Reis",273,273,273
"Swerzenski, Daniel",274,274,274
"May, Matthew",275,275,275
"Alvior, Joshua Aethan",275,275,275
"Connor, Ryan",277,277,277
"LoParco, Michael",277,277,277
"Hsing, Lucas",277,277,277
"Tikhomirov, Arseni",280,280,280
"Stusnick, Hunter",281,281,281
"McGinnis, Aidan",282,282,282
"Mason, Alexander",283,283,283
"Konert, Alex",283,283,283
"Cope, Alexander",285,285,285
"Wu, Rick",286,286,286
"Baker, Jefferson",286,286,286
"Etchell, Thomas",286,286,286
"Yeh, Benjamin",289,289,289
"Moss, David",290,290,290
"Matthews, Graham",291,291,291
"Kriegisch, Jacob",292,292,292
"Maas, Cameron",292,292,292
"Butler, Tahj",295,295,295
"Bocek, Brodee",295,295,295
"Heng, Gerard",297,297,297
"Kim, Christopher",298,298,298
"Fanning, Abe",299,299,299
"Bernard, Joseph",299,299,299
"Holst, Eric",301,301,301
"Lin, Jack",302,302,302
"Beasley, Zachary",303,303,303
"Chen, Zhao",303,303,303
"Ruskin, David",303,303,303
"Rollit, Connor",306,306,306
"Lee, Aaron",307,307,307
"Chilana, Savitoz",308,308,308
"Coull, Abraham",309,309,309
"Gana, Thomas",310,310,310
"Gomez, Isaac",311,311,311
"Watson, Adam",1,0,9
"Lichten, Keith",2,0,10
"Pryor, Jason",3,0,17
"Ibrahim, Ayyub",4,0,18
"Johnson, Nicholas (Nick)",5,0,11
"Nollner, Dylan",6,0,19
"Hadzic, Alen",7,0,2
"Yergler, Jonathan",8,0,20
"Moody, James",9,0,21
"Salem, James",10,0,12
"Pathi, Narayan",11,0,13
"Tafoya, Daniel",12,0,5
"Tsinis, Alexander",13,0,1
"Rhea, R. Rob (Rob Rhea)",14,0,22
"McGrath, Matthew (Garrett)",15,0,6
"Wolfson, Kyle",16,0,23
"Sherrill, Teddy",17,0,3
"Vomero, Nicholas",18,0,24
"Isaac, Joseph (Izzy)",19,0,7
"Smith, Dwight",20,0,25
"Fishler, Clifford",21,0,26
"Bogard, Matt",22,0,27
"Wan, Justin",23,0,28
"Rodney, Adam",24,0,14
"Yoder, Brendon",25,0,33
"Simmons, Ariel (Ari)",26,0,34
"Ro, Brian",27,0,3
"Horanyi, Andras",27,0,35
"Rossi, Michael",29,0,15
"Casertano, Lorenzo",30,0,16
"Ramirez, Yeisser",30,0,36
"Small, Daniel",32,0,37
"Miller, Jeffrey",33,0,29
"Badger, Peregrine (P Badge)",34,0,30
"Gannon-O'Gara, Rene",35,0,38
"Lindblom, Ian",36,0,39
"Sopromadze, Lasha",37,0,31
"DeLucia, Nathaniel",38,0,40
"Wiley, Joseph (Scott)",39,0,32
"Hoyle, Jacob",40,0,8
"Medley, Gavin",41,0,41
"Karimi, Farzaan",42,0,42
"Eldeib, Alexander (Ace)",43,0,43
"Maczik, Adam",44,0,44
"Moss, Zachary",45,0,45
"Larsen, Samuel",46,0,46
"Jones, Simon",47,0,47
"Barnhart, William",48,0,48
"Amann, Spencer",49,0,49
"Hansen, Eric",50,0,50
"Raynis, Jake",51,0,51
"JOHNSON, Wesley",1,0,9
"SIMMONS, Ariel",1,0,9
"EWART, Stephen",3,0,2
"BRADFORD, Jack",4,0,17
"FAYEZ, Ayman",5,0,33
"ANTEKEIER, Aidan",6,0,34
"WEISS, Lewis",7,0,11
"GRIFFITHS, Ryan",8,0,12
"MCDOWALD, Curtis",9,0,35
"KELLER, Kai-Moritz",10,0,36
"POPOVICI, Michael",11,0,37
"WILSON, Sean",12,0,3
"LANGE, Henry",12,0,38
"HABIB, Farooq",14,0,39
"HAIDER, Syed Safi",15,0,40
"SHERRILL, Edward",16,0,41
"CARPENTER, Liam",17,0,18
"RAYNIS, Jake",18,0,5
"PISKOVATSKOV, Jonathan",19,0,13
"ZELLER, Zachary",20,0,42
"LOMBARDO, Theodore",21,0,19
"HOROWITZ, Charles",22,0,14
"HANAHAN, Nicholas",23,0,3
"CANAUX, Gabriel",24,0,6
"FREIMAN, Samuel",25,0,20
"TSINIS, Alexander",26,0,21
"CHENG, Zachary",27,0,43
"VAG-URMINSKY, Paul",27,0,43
"MILLER, Finn",29,0,22
"ELASHRY, Zeyad",29,0,45
"HONDOR, Robert",31,0,23
"FRENCH, Dylan",32,0,65
"HOUSE, Alex",33,0,46
"YEH, Benjamin",34,0,47
"SMOAK, Omari",35,0,7
"FAUBERT, Andy",35,0,66
"TEPEDELENLIOGLU, Mehmet",37,0,24
"YOO, Justin",38,0,8
"YAMASAKI, Kyle",39,0,67
"BISSINGER, Michael",39,0,67
"CROUSE, Wolfe",41,0,48
"VOLKMANN, Daniel",42,0,49
"SANDERS, Ian",43,0,50
"DAMJANOVIC, Nikola",43,0,69
"KRAFT, Dennis",45,0,15
"SHELANSKI, Isaac",46,0,51
"TOLKACHEV, Denis",47,0,70
"DE GUZMAN, Inaki",48,0,52
"PISKOVATSKOV, Anton",49,0,1
"NOLLNER, Dylan",50,0,25
"DAROIAN, Emon",50,0,71
"KOCH, Samuel",52,0,26
"DINKINS, Ramadan",53,0,72
"HERBST, Isaac",54,0,73
"TAFOYA, Devin",55,0,27
"WHITE, Sean",56,0,28
"LICHTEN, Keith",57,0,53
"ELGEZIRY, Omar",58,0,54
"MACZIK, Adam",58,0,29
"GRAMS, Steven",60,0,74
"CALDERON, Diego",60,0,74
"WANG, Bowen",62,0,76
"LITWIN, Matthew",63,0,77
"YAMANAKA, Mick",64,0,55
"CULPEPPER, John",65,0,78
"WILSON, Nicolas",66,0,56
"PETROLL, Jared",67,0,57
"WIEDER, Benjamin",68,0,58
"TEMIRYAEV, Alan",69,0,16
"SPITERI, Gareth",70,0,79
"MECKE, Cedric",71,0,80
"BARR, Davidson",72,0,81
"COLE, Elias",73,0,82
"GUO, Austin",74,0,83
"JONES, Simon",75,0,30
"DOSS, David",76,0,59
"KUNG, Aidan",77,0,84
"FRANK, Timmy",78,0,31
"BOGERT, Alexander BRYCE",79,0,85
"CHAO, Kevin",80,0,86
"THEIN-SANDLER, Adrien",81,0,87
"LEE, Andrew",82,0,88
"VAYSBERG, Nathan",82,0,60
"RAYLE, Evan",84,0,89
"ARIETA, Ryan",85,0,90
"DION, Justin",86,0,61
"BOGERT, James BRETT",87,0,91
"WHITE, Khristopher",88,0,92
"CREPEAUX, Alexandre",89,0,62
"SUVOROV, Yuly",90,0,63
"HSIEH JAROV, Seraphim",91,0,93
"LEE, Woosuk",92,0,94
"CONNOR, Ryan",93,0,95
"VINNITCHOUK, Ted",94,0,64
"LUNDBORG, Tad",95,0,96
"FANNING, Abe",96,0,97
"HERBST, Eliot",97,0,32
"KHAYAT, Ziad",98,0,98
"CHMUT, Anton",99,0,99
"COMES, Matthew",100,0,100
"AJNSZTAJN, Alec",101,0,101
"SZAPARY, Tristan",102,0,102
"HESSLEGRAVE, Porter",102,0,102
"CANDREVA, Hunter",104,0,104
"CROTCHETT, Kaiden",105,0,105
"MECHKOV, Iliya",106,0,106
"ROTH, Charles",106,0,106
"CHU, HAYSON",108,0,108
"CHOO, Joseph",109,0,109
"RAFIDI, Joseph",110,0,110
"PARK, Thomas Junseo",111,0,111
"JI, Victor",112,0,112
"CAMPBELL, Daniel",113,0,113
"LI, Jason Man Kit",114,0,114
"SJOSTEDT, Jacob",115,0,115
"ZHANG, Joshua",116,0,116
"YUAN, Wesley",117,0,117
"FELKER, Jared",118,0,118
"LAURON, Sean",119,0,119
"SU, Terry",120,0,120
"LIM, Timothy",121,0,121
"Fayez, Ayman",1,49,51
"Pryor, Jason",2,69,55
"Wilson, Sean",3,69,30
"Tsinis, Alexander",4,30,44
"Yoo, Justin",5,39,27
"Bradford, Jack",6,9,18
"Elashry, Zeyad",7,27,6
"Zagoruiko, Ivan",8,51,52
"Rafidi, Joseph",9,61,16
"Raynis, Jake",10,40,48
"House, Alex",11,11,20
"Rodney, Adam",13,62,2
"Madrigal Sardinas, Guillermo",14,16,11
"Nollner, Dylan",15,111,111
"Kaull, James",16,21,40
"Griffiths, Ryan",17,71,56
"Dion, Justin",18,47,50
"Maczik, Adam",19,4,35
"Ewart Jr., Stephen",20,18,23
"Johnson, Wesley",21,44,7
"Canaux, Gabriel",22,7,5
"Zacharakis, Darius",23,88,63
"Yuan, Wesley",24,26,42
"Piskovatskov, Anton",25,38,47
"Blais-Belanger, Marc-Antoine",26,1,33
"Smith, Dwight",27,2,17
"Dieck, Julien",28,28,43
"Freiman, Samuel",29,56,74
"Thein-Sandler, Adrien",30,29,24
"Shindler, Oliver",31,91,94
"Zeller, Zachary",32,19,12
"Horowitz, Charles",33,43,14
"Hoyle, Jacob",34,20,1
"De Guzman, Inaki",35,21,40
"Hesslegrave, Porter",36,85,90
"French, Dylan",37,14,22
"Koch, Samuel",38,8,10
"Tolkachev, Denis",39,64,79
"Piskovatskov, Jonathan",40,23,3
"Zmyslowski, Maciek",41,121,121
"Jones, Simon",42,50,15
"Yergler, Jonathan",43,5,9
"Crouse, Wolfe",44,42,69
"Maisonet, Hector",45,72,57
"Hrapsky, Ryan",47,67,81
"Temiryaev, Alan",48,30,25
"Weiss, Lewis",49,34,3
"Wilson, Nicolas",50,36,46
"Crotchett, Kaiden",51,59,77
"Jacovino, Jonathan",52,62,54
"Neslund, Byron",53,45,70
"Hammarberg, Bryn",54,86,91
"Arieta, Ryan",55,46,49
"Van Den Bergh, Alexander",56,79,85
"Mechkov, Iliya",57,25,65
"Lombardo, Theodore",58,9,18
"Dinkins, Ramadan",59,108,108
"Connor, Ryan",60,12,37
"Bogert, Alexander BRYCE",61,120,120
"Sarma, Amit R",62,95,97
"Comes, Matthew",63,15,38
"Lange, Henry",64,55,73
"Simmons, Ariel",65,64,29
"Daroian, Emon",66,94,64
"Hurme, Tommi",67,6,36
"Frank, Timmy",67,98,99
"Tepedelenlioglu, Mehmet",69,52,53
"Sherrill, Teddy",69,41,68
"Holtz, Donovan",71,87,62
"Adams, Zachary",72,115,115
"Silaev, Artyom",73,125,125
"Kravitz, Zach",74,54,72
"Mecke, Cedric",75,126,126
"Lichten, Keith",76,123,123
"Khayat, Ziad",77,101,102
"Nosil, Andrew",78,115,115
"Wieder, Benjamin",79,17,39
"Rodell, Clinton",80,97,8
"Kmiec, Stephen",81,127,127
"North, Gary",81,102,103
"Miller, Finn",83,37,26
"Tafoya, Devin",84,53,71
"Wan, Justin",85,128,128
"Popovici, Stefan",86,129,129
"Haider, Syed Safi",87,84,61
"Munlin, Donovan",88,92,95
"Ramirez, Yeisser",89,3,34
"Guinan III, Joseph",89,103,104
"Boisvert-Simard, Hugues",91,12,21
"Cohen, Bennett",92,104,105
"Ahearn, Bryan",93,110,110
"Chmut, Anton",94,80,86
"Stusnick, Hunter",95,130,130
"Sanders, Ian",96,48,28
"Kim, Dylan",97,119,119
"Ntonos, Thrasyvoulos",98,131,131
"Dimmett, David",99,132,132
"Shen, Fulun",100,82,88
"Kraft, Dennis",101,23,13
"Flaherty, Aimon",102,133,133
"Corban, Michael",102,133,133
"Facci, Michael",104,135,135
"Ajnsztajn, Alec",105,136,136
"Wilson, Ben",106,90,93
"Hondor, Robert",107,137,137
"Ngu, Huy",108,138,138
"Ghazaleh, Thomas Xavier",108,138,138
"Chao, Kevin",108,104,32
"Picard, Christopher",111,140,140
"Petroll, Jared",112,141,141
"McGinnis, Aidan",113,109,109
"White, Khristopher",114,57,75
"Zacharakis, Demetri",114,142,142
"Buckley, Michael",116,58,76
"Hsing, Lucas",117,143,143
"Shadpoor, Bobak",118,144,144
"Fulmer, Andrew",119,145,145
"Carpenter, Liam",120,115,115
"Mandoki, Sandor",121,96,98
"Shirey, Daniel",122,32,66
"Haddad, Justin",123,146,146
"Senseman, Samuel",124,147,147
"Herrod, Christopher",125,148,148
"Ouimet, Francois",126,149,149
"Doss, David",127,77,83
"Smith, Justin",128,99,100
"Lauron, Sean",129,73,58
"Toltus, Gabriel",130,60,78
"LoParco, Michael",131,150,150
"Rachtchinine, Alexandre",132,151,151
"Stott, Donovan",133,152,152
"Yu, Colin",134,89,92
"Candreva, Hunter",135,35,67
"Henderson, Jason",136,33,45
"Cole, Elias",137,153,153
"Lafving, Brandon",138,154,154
"Sarrett, Gage",139,78,84
"Adolphe, Benjamin",140,155,155
"Ana, Ionut",141,75,60
"Faubert, Andy",142,64,79
"Zhang, William",143,99,100
"Lee, Nathan",144,67,81
"Lee, Andrew",145,156,156
"Cottam, Bobby",146,106,106
"Zwegers, Alexander",147,157,157
"Suvorov, Yuly",148,113,113
"Sullivan, Cameron",149,122,122
"Arlington, Nicholas",150,75,31
"Bethel, Dylan",151,158,158
"Lundborg Jr., Tad",151,114,114
"Bissinger, Michael",153,159,159
"Stewart-Phillips, Kieran",153,123,123
"Sirand, Luke",155,160,160
"Decker, Tristan",155,111,111
"Ridge, John",157,161,161
"Burke, Matthew",158,162,162
"Stymne, Jakob",158,162,162
"Herbst, Eliot",158,93,96
"Chen, Wesley",161,164,164
"Yeh, Benjamin",162,165,165
"Cheian, Dinis",163,166,166
"Satterfield, Patrick",164,167,167
"Snider, Jeffrey",165,168,168
"Hwang, Dylan",166,169,169
"Sapienza, Frank",167,83,89
"Smoak, Omari",168,74,59
"Szapary, Tristan",169,170,170
"Ferraresi, Mark",170,171,171
"Spiteri, Gareth",171,172,172
"Wallace, Jimmy",172,118,118
"Lewis, Kyle",173,173,173
"Plumer, Jack",173,173,173
"Poliner, Jarett",175,175,175
"Nollner, Dakota",176,176,176
"Yamasaki, Kyle",177,177,177
"Jaklitsch, Michael",178,81,87
"Maurer, Chip",179,178,178
"Gordon, Reis",180,107,107
"Gates, Darcy",181,189,189
"Brooke, William",181,179,179
"Frank, Fred",183,190,190
"Campbell, Daniel",184,191,191
"Mansoor, Matthew",185,180,180
"Gibson, Tristan",186,181,181
"Didaskalou, Ilias",187,192,192
"Martin, Anthony",188,182,182
